Bar0, 52.651757188498394
Bar1, 51.62939297124599
Bar2, 55.9744408945687
Bar3, 53.4185303514377
Bar4, 55.46325878594249
Bar5, 53.16293929712459
Bar6, 47.53993610223642
Bar7, 43.19488817891374
Bar8, 53.16293929712459
Bar9, 51.62939297124599
Bar10, 50.60702875399361
Bar11, 49.32907348242811
Bar12, 31.182108626198083
Bar13, 28.88178913738019
Bar14, 48.81789137380192
Bar15, 47.02875399361022
Bar16, 43.96166134185303
Bar17, 39.361022364217256
Bar18, 23.003194888178914
Bar19, 20.191693290734825
Bar20, 50.35143769968051
Bar21, 48.051118210862626
Bar22, 35.52715654952076
Bar23, 30.926517571884983
Bar24, 21.214057507987224
Bar25, 17.89137380191693
Bar26, 48.30670926517571
Bar27, 46.77316293929712
Bar28, 31.182108626198083
Bar29, 24.281150159744413
