Bar0, 57.51724137931035
Bar1, 49.379310344827594
Bar2, 60.27586206896552
Bar3, 59.724137931034484
Bar4, 59.86206896551725
Bar5, 58.75862068965517
Bar6, 42.896551724137936
Bar7, 30.89655172413793
Bar8, 60.27586206896552
Bar9, 59.44827586206897
Bar10, 50.62068965517242
Bar11, 40.13793103448276
Bar12, 33.93103448275862
Bar13, 22.20689655172414
Bar14, 60.41379310344828
Bar15, 59.724137931034484
Bar16, 44.689655172413794
Bar17, 30.20689655172414
Bar18, 29.24137931034483
Bar19, 17.51724137931034
Bar20, 60.13793103448277
Bar21, 59.44827586206897
Bar22, 38.62068965517242
Bar23, 20.689655172413794
Bar24, 20.551724137931036
Bar25, 10.20689655172414
Bar26, 56.96551724137932
Bar27, 49.241379310344826
Bar28, 31.58620689655173
Bar29, 12.689655172413797
