Bar0, 31.224489795918362
Bar1, 33.673469387755105
Bar2, 28.77551020408163
Bar3, 32.90816326530612
Bar4, 26.173469387755105
Bar5, 30.1530612244898
Bar6, 33.36734693877551
Bar7, 36.734693877551024
Bar8, 34.744897959183675
Bar9, 39.336734693877546
Bar10, 23.41836734693878
Bar11, 25.867346938775512
Bar12, 25.40816326530613
Bar13, 28.316326530612248
Bar14, 30.1530612244898
Bar15, 33.9795918367347
Bar16, 30.612244897959183
Bar17, 33.673469387755105
Bar18, 18.367346938775512
Bar19, 20.05102040816326
Bar20, 23.265306122448976
Bar21, 26.020408163265305
Bar22, 26.020408163265305
Bar23, 28.163265306122454
