Bar0, 54.76190476190476
Bar1, 57.14285714285714
Bar2, 56.34920634920634
Bar3, 58.41269841269841
Bar4, 55.238095238095234
Bar5, 57.46031746031746
Bar6, 44.44444444444444
Bar7, 47.460317460317455
Bar8, 54.44444444444444
Bar9, 56.666666666666664
Bar10, 51.9047619047619
Bar11, 55.238095238095234
Bar12, 44.44444444444444
Bar13, 47.460317460317455
Bar14, 54.6031746031746
Bar15, 56.82539682539682
Bar16, 45.87301587301587
Bar17, 49.2063492063492
Bar18, 36.98412698412698
Bar19, 40.476190476190474
Bar20, 47.14285714285714
Bar21, 50.15873015873016
Bar22, 34.92063492063492
Bar23, 38.25396825396825
Bar24, 24.285714285714285
Bar25, 27.619047619047617
Bar26, 40.317460317460316
Bar27, 43.650793650793645
Bar28, 26.825396825396822
Bar29, 30.158730158730155
